TITULO;AUTOR;EDITORIAL;PRECIO ;TEMA;
TERRITORIOS INEXPLORADOS LENIN DESPUES DE OCTUBRE ;ZIZEK  SLAJOV;AKAL;23800;FILOSOFIA;
TESTIGO DE UNO MISMO;BENEDETTI  MARIO ;VISOR LIBROS ;11800;POESIA;
TEXTOS INEDITOS Y DISPERSOS ;HUIDOBRO  VICENTE;TACITAS;7800;POESIA;
THOMAS HARDY;THOMAS HARDY;PFEIFFER;8900;POESIA;
TIEMPO PASADO ;LEE CHILD;ETERNA CADENCIA;18000;LITERATURA LATINOAMERICANA;
TIEMPOS PEORES;SANDOVAL  RICHARD;PLANETA;12000;ENSAYO;
TIERRA BRAVIA;PEZOA VELIZ  CARLOS ;GARCETA;8000;POESIA;
TIERRA Y TIEMPO;JUAN JOSÉ MOROSOLI;LAUREL ;10000;LITERATURA LATINOAMERICANA;
TOCA PIANO BORRACHO COMO UN INSTRUMENTO;BUKOWSKI  CHARLES;VISOR LIBROS ;15200;POESIA;
TODO EL MUNDO;ANJA TUCKERMANN;TAKATUKA;17500;INFANTIL;
TORMENTA DE ESPADAS CANCION DE HIELO Y FUEGO III;MARTIN  GOERGE;RANDOM HOUSE ;26000;FANTASIA;
TRABAJO DECENTE  EMPLEOS VERDES Y ECONOMIA SOLIDARIA;PETER POSCHEN;PLAZA Y VALDES;22500;VERDE ANIMAL;
TRAMA Y URDIRME;CELEDON MATIAS;MONDADORI;10000;ENSAYO;
TRANSFEMINISMO  EPISTEMES  FRICCIONES;MARIA SOLA;TXALAPARTA;22500;FEMINISMO;
TRANSHUMANAR Y ORGANIZAR;PASOLINI  PIER PAOLO;VISOR LIBROS ;15200;POESIA;
TRAS LAS BARRICADAS DE BARCELONA;AXEL OSTERBERG;LA LINTERNA SORDA;12500;HISTORIA ;
TRAVEL HACKER;SOMWERBY  CRAIG;PLANETA;16500;ENSAYO;
TRAZOS;FRICK  FERNANDA;PLANETA;15000;LITERATURA CHILENA;
TRES;PER NILSSON ;GATOS SUECOS;14500;INFANTIL;
TRES CUENTOS ;FLAUBERT  GUSTAVE;LOM;8500;LITERATURA UNIVERSAL;
TRES DIAS DE UNA VIDA ;LEMAITRE  PIERRE;ALFAGUARA;15500;LITERATURA UNIVERSAL;
TRES MAESTROS (BALZAC  DICKENS  DOSTOIEVSKI);ZWEIG  STEFAN;ACANTILADO;22000;ENSAYO;
TRES VISIONES DE LAS MIL Y UNA NOCHES;DANIEL GUEBEL;ETERNA CADENCIA;13000;LITERATURA LATINOAMERICANA;
TRILOGIA DE AMOR;HAHN  OSCAR;CATALONIA;11900;POESIA;
TROSKY;ZIZEK  SLAJOV;AKAL;11000;FILOSOFIA;
TSUNAMIS MIRADAS FEMINISTAS ;ADON  PILAR;SEXTOPISO;13000;FEMINISMO;
TUGAR TUGAR   SALIR A JUGAR;;CATALONIA;19000;POESIA;
ULISES / JAMES JOYCE;JOYCE  JAMES;EL CUENCO DE PLATA;29500;LITERATURA UNIVERSAL;
UN AFFAIRE CASI PERFECTO;SUBERCASEAUX  ELIZABETH;CATALONIA;10900;LITERATURA CHILENA;
UN AIRE DE FAMILIA;QUINO;LA FLOR ;10900;INFANTIL;
UN CUARTO PROPIO ;WOOLF  VIRGINIA;CUARTO PROPIO;10000;FEMINISMO;
UN DEBATE SOBRE MARXISMO Y FEMINISMO ;BUTLER  JUDITH;TRAFICANTES DE SUEÑOS;11500;FEMINISMO;
UN DIA DE OCTUBRE EN SANTIAGO;CARMEN CASTILLO;LOM;8600;HISTORIA DE CHILE ;
UN ESPEJO COSMICO;PEREZ  GONZALO;CATALONIA;18500;PSICOLOGIA;
UN FANTASMA RECORRE EL CAMPO;ACEVEDO ARRIANZA  NICOLAS;AMERICA EN MOVIMIENTO ;15000;HISTORIA DE CHILE ;
UN LUGAR INCIERTO ;VARGAS  FRED;SIRUELA ;4500;TERROR / SUSPENSO ;
UN MAR DE PLASTICO;BLOM  KIRSTI ;TAKATUKA;18000;INFANTIL;
UN MUNDO PARA JULIUS;ECHENIQUE  ALFREDO BRYCE;PEISA;13500;LITERATURA LATINOAMERICANA;
UN PASEO POR EL AZAR;Moreno  Gregorio;CATALONIA;11900;ENSAYO;
UN PERRO LLAMADO VAGABUNDO;LEAN  SARAH;PLANETA;8000;INFANTIL;
UN PUEBLO SIN ESTADO;SIERRA  MALU;CATALONIA;15900;ENSAYO;
UN TERRIBLE AMOR POR LA GUERRA;HILLMAN  JAMES;SEXTOPISO;16500;PSICOLOGIA;
UN TREBOL DE CUATRO HOJAS;ALVAREZ  ROLANDO;AMERICA EN MOVIMIENTO ;17000;HISTORIA DE CHILE ;
UNA BREVE HISTORIA DE CASI TODO ;BILL BRYSON;CATALONIA;12900;HISTORIA ;
UNA ESCUELA PARA LA VIDA;NUCCIO ORDINE;UV;5000;ENSAYO;
UNA HISTORIA DE DIOS    ;KAREN ARMSTRONG         ;Paidós           ;29500;MITOLOGIA;
UNA HISTORIA DE LA TRAICION EN CHILE;FERNANDEZ  PAULINA;PLANETA;13500;SOCIOLOGIA;
UNA INTIMIDAD INOFENSIVA;KAMENZAIN TAMARA;ETERNA CADENCIA;15000;ENSAYO;
UNA LECCION OLVIDADA VIAJES POR LA HISTORIA DE EUROPA;ALATRES  GUILLERMO;TUSQUETS;23500;HISTORIA ;
UNA NOVELA ROSA ;EMMANUEL CARRERE ;ANAGRAMA;10000;LITERATURA UNIVERSAL;
UNA NUEVA ANTIPSIQUIATRIA;PEREZ  SOTO;LOM;12000;PSICOLOGIA;
UNA REIVINDICACION DEL MATERIALISMO EN BRUTO; RENDEULES  CESAR;CATARATA;16800;FILOSOFIA;
UNA TEMPORADA EN EL INFIERNO;RIMBAUD  ARTHUR;VISOR LIBROS ;15200;POESIA;
UNA VIDA CON BRECHT ;BUNGE  HANS;TROTTA;17000;BIOGRAFIA ;
USTED ESTÁ AQUÍ;MARGARITA GARCÍA ROBAYO;MONTACERDOS ;9900;LITERATURA LATINOAMERICANA;
VALOR DE LAS COSAS;MARIANA MAZZUCATO     ;TAURUS ;18000;ENSAYO;
VARAZONES Y NAUFRAGIOS;MONTEALEGRE  JORGE;ASTERION;12000;POESIA;
VEINTE POEMAS DE AMOR Y UNA CANCION DESPERADA;NERUDA  PABLO;SEIX BARRAL;7700;POESIA;
VENDO CASA EN EL BARRIO ALTO;SUBERCASEAUX  ELIZABETH;CATALONIA;10500;LITERATURA CHILENA;
VERANO DEL ODIO;KRAUS CHRIS;ETERNA CADENCIA;14000;LITERATURA LATINOAMERICANA;
VERDAD Y MENTIRA EN LA POLITICA ;HANNAH ARENDT;PAGINA INDOMITA;19000;FILOSOFIA;
VICENTE HUIDOBRO TEXTOS INEDITOS Y DISPERSOS;HUIDOBRO  VICENTE;TACITAS;12000;POESIA;
VICENTE HUIDOBRO VIDA Y OBRA;CEDOMIL GOIC;LOM;15000;HISTORIA DE CHILE ;
VIDA;RICHARDS  KEITH;PLANETA;23500;BIOGRAFIA;
VIDA PASION Y MUERTE;PARRA  ROBERTO;TACITAS;9000;POESIA;
VIDA PASION Y MUERTE DE VIOLETA ;PARRA  ROBERTO;TACITAS ;9000;LITERATURA CHILENA;
VIGENCIA DEL SOCIALISMO;DALLŽORSO  ANA;CUARTO PROPIO;18000;SOCIOLOGIA;
VIKINGA BONSAI;ANA OJEDA;ETERNA CADENCIA;13000;LITERATURA LATINOAMERICANA;
VIOLENCIAS DE GENERO;ANA JESUS ;CATARATA;22900;FEMINISMO;
VIOLETA & NICANOR;CERDA  PATRICIA;PLANETA;16500;LITERATURA CHILENA;
VIOLETA PARRA : EL JUEGO Y EL DOLOR ;LEÓNIDAS MORALES ;CUARTO PROPIO ;11500;POESIA;
VIOLETA PARRA: POESIA ;VIOLECTA PARRA;UV;12000;POESIA;
VIRGINIA WOOLF   LAS OLAS ;MARCHAMALO  JESUS;NORDICA;10500;LITERATURA UNIVERSAL;
VISIONES DEL MAL EN JAPON;UTAGAWA KUNIYOSHI;SATORI;24000;MITOLOGIA;
VIVIR ETICAMENTE;SINGER  PETER;PAIDOS;18000;FILOSOFIA;
VOCES DE ULTRATUMBA;VICUÑA  MANUEL;TAURUS;14500;MITOLOGIA;
VOCES PROFUNDAS ;SALAZAR  GABRIEL;LOM;15000;HISTORIA DE CHILE ;
VOLVER A FREUD;RODRIGO CORNEJO;POLVORA ;12000;PSICOLOGIA;
WALTER BENJAMIN ENSAYOS ESCOGIDOS;BENJAMIN  WALTER;EL CUENCO DE PLATA;16500;FILOSOFIA;
WALTER BENJAMIN PARA PRINCIPIANTES;CAYGILL  HOWARD;LONGSELLER;14600;FILOSOFIA;
WE ROCK OCHO HISTORIAS RAPIDAS Y PESADAS ;BISAMA  ALVARO Y MAS;BOLSILLO;13500;LITERATURA CHILENA;
YESTERDAY Y MAÑANA;BENEDETTI  MARIO ;VISOR LIBROS ;7600;POESIA;
YIHADISMO;BALLESTEROS  MIGUEL ANGEL;LA HUERTA GRANDE;14600;ENSAYO;
YO EL SUPREMO;AUGUSTO ROA BASTOS;ETERNA CADENCIA;21000;LITERATURA LATINOAMERICANA;
YO MENSTRUO UN MANIFIESTO ;IRUSTEA  ERICKA;CATEDRAL;21900;FEMINISMO;
YO TE CREO ;FERNANDEZ  NONA;ALQUIMIA;10000;FEMINISMO;
YO  JULIA;POSTEGUILLO  SANTIAGO;PLANETA;14500;NOVELA HISTORICA;
YO  LA PEQUEÑA INVITADA DEL FUHRER;SCHNEIDER  HELGA;SIRUELA ;18144;NOVELA HISTORICA;
YO  SOLO YO;SALDANHA  ANA;LIBERALIA;7000;INFANTIL;
ZANJON DE LA AGUADA;LEMAITRE  PIERRE;SEIX BARRAL;14200;LITERATURA CHILENA;
ZERO WASTE PARA SALVAR EL MUNDO;VISPO  ALLY;VERGARA;10500;VERDE ANIMAL;
ZUMBIDO ;EMILY DICKINSON;UV;10000;POESÍA;
ZURITA;RAÚL ZURITA;UDP;15000;POESÍA;
EL MITO DE LA MONOGAMIA;BARASH  DAVID P.;SIGLO XXI ;32412;FEMINISMO;
LA CARRETERA ;Cormac McCarthy     ;DEBOLSILLO ;10000;CIENCIA FICCION;
ALIAS GRACE;MARGARET ATWOOD     ;SALAMANDRA;20000;LITERATURA UNIVERSAL;
CEMENTERIO DE ANIMALES ;KING  STEPHEN;DEBOLSILLO ;10000;TERROR / SUSPENSO ;
EL CEMENTERIO DE PRAGA ;ECO UMBERTO ;LUMEN;11000;LITERATURA UNIVERSAL;
EL CUENTO DE LA CRIADA ;MARGARET ATWOOD     ;SALAMANDRA;14000;CIENCIA FICCION;
ESTO NO PRENDIÓ ;MALAIMAGEN;RESERVOIR;8000;LITERATURA CHILENA;
FRIDA KHALO UNA BIOGRAFIA ; María Hesse    ;LUMEN;12000;FEMINISMO;
IT;KING  STEPHEN;DEBOLSILLO ;13000;TERROR / SUSPENSO ;
SEGUNDO SEXO;DE BEAUVOIR  SIMONE;DEBOLSILLO;12000;FEMINISMO;
MANIFIESTO COMUNISTA ( NOVELA GRAFICA);MARX / ENGELS;DEBOLSILLO;10000;FILOSOFIA;
MAS ALLA DEL INVIERNO;ALLENDE  ISABEL;DEBOLSILLO;8000;LITERATURA CHILENA;
EL HOMBRE DE LA ROSA;ECO UMBERTO ;LUMEN;11000;LITERATURA UNIVERSAL;
TEORIA DEL KING KONG;DESPENTES VIRGINIA;RANDOM HOUSE ;10000;FEMINISMO;
